Parent,parentFile3.txt
HeartRate,619
Vmax,1.34338
Wavelength,101
 [DATA] 
0.0054521
0.010904
0.0059064
0.0068151
0.0085189
0.0062472
0.011586
0.017946
0.016015
0.0099955
0.015448
0.034189
0.049864
0.047592
0.0082917
-0.10143
-0.22217
-0.19786
0.0067015
-0.13994
-0.54271
-1.187
-1.7721
-1.5283
-0.37926
0.8637
0.8395
0.13676
-0.55202
-0.77204
-0.60018
-0.25318
0.11075
0.42333
0.63903
0.76227
0.80963
0.7985
0.73353
0.64948
0.55657
0.47001
0.38358
0.30293
0.22706
0.15731
0.12472
0.10609
0.087687
0.078146
0.072581
0.068719
0.071331
0.071331
0.072921
0.07383
0.071218
0.070536
0.074966
0.068832
0.068037
0.069741
0.070763
0.063267
0.06622
0.06179
0.057928
0.055997
0.056679
0.054066
0.050318
0.048387
0.04214
0.041799
0.044071
0.039982
0.035552
0.036574
0.030668
0.026692
0.029078
0.026124
0.025329
0.023512
0.023171
0.018969
0.023512
0.021127
0.016129
0.018174
0.016811
0.021581
0.019309
0.020104
0.020104
0.016811
0.017719
0.020104
0.014312
0.020218
0.021354
