Parent,parentFile4.txt
HeartRate,567
Vmax,1.07834
Wavelength,103
 [DATA] 
0.012452
0.0032546
0.001132
0.002264
0.0049526
0.0084902
0.0043866
-0.0001415
0.010047
0.0060846
0.0048111
-0.0053771
-0.0028301
-0.0059431
-0.01316
-0.0050941
-0.0041036
0.01033
0.046696
0.10372
0.14674
0.209
0.34583
0.4422
0.50205
0.61356
0.65671
0.50219
0.38871
0.44658
0.48578
0.68728
0.90265
0.94906
0.48946
-0.10202
0.17377
0.44885
0.30763
0.12679
-0.11617
-0.28951
-0.30848
-0.36423
-0.45465
-0.48436
-0.51818
-0.49993
-0.47517
-0.47842
-0.52568
-0.56318
-0.57408
-0.54719
-0.50248
-0.45238
-0.40795
-0.37371
-0.33366
-0.30098
-0.27565
-0.25909
-0.23928
-0.22046
-0.2056
-0.1899
-0.16895
-0.15947
-0.15141
-0.13924
-0.12735
-0.11037
-0.10485
-0.091128
-0.077968
-0.068346
-0.061695
-0.059431
-0.048677
-0.044432
-0.035659
-0.029999
-0.023631
-0.02165
-0.01882
-0.014433
-0.014999
-0.015282
-0.011037
-0.0082072
-0.0070751
-0.0026886
-0.0067921
-0.002547
-0.0072166
-0.0049526
0.001132
0.001415
-0.0046696
0.001981
-0.0012735
-0.00042451
0.0029716
