Parent,parentFile1.txt
HeartRate,585
Vmax,1.07482
Wavelength,179
 [DATA] 
-0.0014196
0.00056786
0.003833
-0.00042589
-0.0045429
-0.0022714
0.0032652
0.0011357
-0.00056786
0.00070982
0.0012777
-0.00070982
-0.0012777
0.004117
-0.0045429
0.0025554
0.00056786
-0.00028393
-0.0022714
-0.0032652
0.0058206
0.00028393
0.003833
0.0019875
0.00056786
0.0056786
0.0032652
-0.003833
-0.0021295
-0.00028393
0.0053947
0.0017036
0.0032652
0.0042589
0.0028393
0.0061045
-0.00028393
0
0.0046848
0.00085179
0.00014196
-0.0029813
0.0032652
0.0011357
-0.00070982
0.0019875
0.0034072
0.0026973
0.0049688
0.0022714
0.0011357
0.0035491
0.0042589
0.0018455
0.0011357
-0.0032652
0.004117
0.0059625
0.0012777
0.0053947
0.0019875
0.0032652
0.0052527
0.0052527
-0.00014196
0.0095116
0.0053947
0.0021295
0.0076661
0.010363
0.0026973
0.013913
0.0059625
0.0099375
0.013629
0.013203
0.015048
0.0063884
0.012351
0.010363
0.013913
0.016468
0.018739
0.015758
0.023992
0.014906
0.012067
0.017888
0.025128
0.021295
0.020727
0.018881
0.020727
0.022147
0.026405
0.01803
0.017888
0.025696
0.026405
0.029813
0.020017
0.019733
0.019875
0.018881
0.018313
0.010789
0.012919
-0.00042589
-0.008092
-0.0035491
-0.004117
-0.0090857
-0.021437
-0.02243
-0.026263
-0.028251
-0.030948
-0.035633
-0.040602
-0.040034
-0.036769
-0.043867
-0.038756
-0.04117
-0.043441
-0.037763
-0.033078
-0.038472
-0.034072
-0.032652
-0.02385
-0.031232
-0.028109
-0.020869
-0.019449
-0.019307
-0.018171
-0.012777
-0.012067
-0.014906
-0.0093697
-0.013345
-0.0078081
-0.0025554
-0.010931
-0.0099375
-0.0048268
-0.0012777
-0.0053947
-0.0096536
-0.0061045
-0.0036911
0.00042589
-0.0073822
0.0059625
-0.0018455
0
-0.0046848
-0.00014196
0.0021295
0.0061045
-0.0015616
0.0046848
0.0012777
-0.00085179
0.0055366
0.0059625
0.0032652
-0.00014196
0.0032652
-0.0012777
0.0063884
0.0025554
-0.00099375
0.0026973
0.0078081
0.0029813
0.00014196
0.0032652
