Parent,parentFile5.txt
HeartRate,607
Vmax,2.1886
Wavelength,60
 [DATA] 
0.00083665
0.0027191
0.0034163
0.00076692
-0.00090637
0.0022311
0.0020916
0.0042529
0.0060657
0.0049501
0.0051593
0.0032769
0.0046015
0.0066234
0.0070418
0.011643
0.010807
0.010319
0.010946
0.013247
0.016245
0.014781
0.01485
0.018127
0.026494
0.02252
0.018615
0.0050199
6.972e-05
-0.0050199
-0.032211
-0.024611
0.0091334
0.0048804
-0.0093425
-0.021683
-0.024542
-0.033745
-0.030886
-0.029771
-0.027052
-0.022938
-0.017082
-0.015338
-0.011643
-0.0087848
-0.0060657
-0.0029283
0.0013247
0.0045318
0.0049501
0.002998
0.0025797
0.0066932
0.0085756
0.0048107
0.0073206
0.0075298
0.0076692
0.0026494
