Parent,parentFile5.txt
HeartRate,607
Vmax,1.56768
Wavelength,N/A
 [DATA] 
-0.006716
-0.0082733
-0.010512
-0.009636
-0.0073
-0.0098306
-0.0059373
-0.011096
-0.009344
-0.0079813
-0.013627
-0.007884
-0.011388
-0.015573
-0.0083706
-0.00876
-0.009928
-0.0077866
-0.010415
-0.011777
-0.013043
-0.011972
-0.009928
-0.011193
-0.0086626
-0.0071053
-0.0073
-0.0095386
-0.011388
-0.010123
-0.010804
-0.01022
-0.010317
-0.0041853
-0.006716
-0.0028227
-0.012264
-0.013627
-0.010512
-0.0095386
-0.0077866
-0.0072026
-0.0025307
-0.005256
-0.010123
-0.010609
-0.0076893
-0.008176
-0.006716
-0.0060347
-0.0019467
-0.00584
-0.0074946
-0.00584
-0.0076893
-0.007008
-0.0051587
-0.0039907
-0.001752
-0.00068133
